"global_step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MAX","MountainCarContinuous-v0_mpc_s4_1754939755 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s4_1754939755 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - _step","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s9_1754939128 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - _step","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s8_1754938677 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - _step","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s7_1754938137 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - _step","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s6_1754937590 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - _step","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s5_1754937070 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - _step","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s3_1754933676 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - _step","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s2_1754933238 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - _step","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s1_1754932711 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - model/one_step_MSE__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - _step","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - model/one_step_MSE","MountainCarContinuous-v0_mpc_s0_1754932117 - model/one_step_MSE__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - model/one_step_MSE__MAX"
"16200","2795","2795","2795","0.000025220106","0.000025220106","0.000025220106","2795","2795","2795","0.000044379984","0.000044379984","0.000044379984","2795","2795","2795","0.000041384577","0.000041384577","0.000041384577","2795","2795","2795","0.00004456508","0.00004456508","0.00004456508","2795","2795","2795","0.00006643649","0.00006643649","0.00006643649","2795","2795","2795","0.000055899603","0.000055899603","0.000055899603","2795","2795","2795","0.00020659927","0.00020659927","0.00020659927","2795","2795","2795","0.000045941528","0.000045941528","0.000045941528","2795","2795","2795","0.000046452245","0.000046452245","0.000046452245","2795","2795","2795","0.000038007867","0.000038007867","0.000038007867"
"16250","2805","2805","2805","0.00003636223","0.00003636223","0.00003636223","2805","2805","2805","0.00004940908","0.00004940908","0.00004940908","2805","2805","2805","0.000044382945","0.000044382945","0.000044382945","2805","2805","2805","0.000041939074","0.000041939074","0.000041939074","2805","2805","2805","0.00004214792","0.00004214792","0.00004214792","2805","2805","2805","0.0007280465","0.0007280465","0.0007280465","2805","2805","2805","0.0008656625","0.0008656625","0.0008656625","2805","2805","2805","0.000022612196","0.000022612196","0.000022612196","2805","2805","2805","0.000038343187","0.000038343187","0.000038343187","2805","2805","2805","0.00009275412","0.00009275412","0.00009275412"
"16300","2814","2814","2814","0.000027954518","0.000027954518","0.000027954518","2814","2814","2814","0.00006635466","0.00006635466","0.00006635466","2814","2814","2814","0.000036148187","0.000036148187","0.000036148187","2814","2814","2814","0.000043230015","0.000043230015","0.000043230015","2814","2814","2814","0.000045901616","0.000045901616","0.000045901616","2814","2814","2814","0.000020547974","0.000020547974","0.000020547974","2814","2814","2814","0.00004154793","0.00004154793","0.00004154793","2814","2814","2814","0.000070186055","0.000070186055","0.000070186055","2814","2814","2814","0.000049973383","0.000049973383","0.000049973383","2814","2814","2814","0.00004662016","0.00004662016","0.00004662016"
"16350","2823","2823","2823","0.000029572071","0.000029572071","0.000029572071","2823","2823","2823","0.00006333016","0.00006333016","0.00006333016","2823","2823","2823","0.000036479607","0.000036479607","0.000036479607","2823","2823","2823","0.000040071427","0.000040071427","0.000040071427","2823","2823","2823","0.00004097428","0.00004097428","0.00004097428","2823","2823","2823","0.000027426737","0.000027426737","0.000027426737","2823","2823","2823","0.000024641882","0.000024641882","0.000024641882","2823","2823","2823","0.000058241654","0.000058241654","0.000058241654","2823","2823","2823","0.000042224812","0.000042224812","0.000042224812","2823","2823","2823","0.00015184257","0.00015184257","0.00015184257"
"16400","2832","2832","2832","0.00003954917","0.00003954917","0.00003954917","2832","2832","2832","0.000048563306","0.000048563306","0.000048563306","2833","2833","2833","0.0018052509","0.0018052509","0.0018052509","2832","2832","2832","0.00003648758","0.00003648758","0.00003648758","2832","2832","2832","0.00003607953","0.00003607953","0.00003607953","2832","2832","2832","0.000036549507","0.000036549507","0.000036549507","2832","2832","2832","0.000051579627","0.000051579627","0.000051579627","2832","2832","2832","0.0008168396","0.0008168396","0.0008168396","2832","2832","2832","0.000075241165","0.000075241165","0.000075241165","2832","2832","2832","0.000064341606","0.000064341606","0.000064341606"
"16450","2842","2842","2842","0.00003723828","0.00003723828","0.00003723828","2842","2842","2842","0.00021132464","0.00021132464","0.00021132464","2843","2843","2843","0.0010585177","0.0010585177","0.0010585177","2842","2842","2842","0.00009340727","0.00009340727","0.00009340727","2842","2842","2842","0.00007048333","0.00007048333","0.00007048333","2842","2842","2842","0.00008746535","0.00008746535","0.00008746535","2842","2842","2842","0.0010380452","0.0010380452","0.0010380452","2842","2842","2842","0.00004754166","0.00004754166","0.00004754166","2842","2842","2842","0.000038258426","0.000038258426","0.000038258426","2842","2842","2842","0.000058374844","0.000058374844","0.000058374844"
"16500","2851","2851","2851","0.000026625317","0.000026625317","0.000026625317","2851","2851","2851","0.0000658399","0.0000658399","0.0000658399","2852","2852","2852","0.00010561839","0.00010561839","0.00010561839","2851","2851","2851","0.000065572196","0.000065572196","0.000065572196","2851","2851","2851","0.000045604753","0.000045604753","0.000045604753","2851","2851","2851","0.00027911048","0.00027911048","0.00027911048","2851","2851","2851","0.00003813758","0.00003813758","0.00003813758","2851","2851","2851","0.00013371198","0.00013371198","0.00013371198","2851","2851","2851","0.000043230793","0.000043230793","0.000043230793","2851","2851","2851","0.00005645818","0.00005645818","0.00005645818"
"16550","2860","2860","2860","0.000043398722","0.000043398722","0.000043398722","2860","2860","2860","0.00005442362","0.00005442362","0.00005442362","2861","2861","2861","0.000047465295","0.000047465295","0.000047465295","2860","2860","2860","0.00003624039","0.00003624039","0.00003624039","2860","2860","2860","0.00021854023","0.00021854023","0.00021854023","2860","2860","2860","0.00005296988","0.00005296988","0.00005296988","2860","2860","2860","0.00003732635","0.00003732635","0.00003732635","2860","2860","2860","0.0009926532","0.0009926532","0.0009926532","2860","2860","2860","0.000036764985","0.000036764985","0.000036764985","2860","2860","2860","0.000057744342","0.000057744342","0.000057744342"
"16600","2869","2869","2869","0.00003457626","0.00003457626","0.00003457626","2869","2869","2869","0.000059869628","0.000059869628","0.000059869628","2870","2870","2870","0.00003616742","0.00003616742","0.00003616742","2869","2869","2869","0.00015825039","0.00015825039","0.00015825039","2869","2869","2869","0.00004473908","0.00004473908","0.00004473908","2869","2869","2869","0.000046723533","0.000046723533","0.000046723533","2869","2869","2869","0.0008957205","0.0008957205","0.0008957205","2869","2869","2869","0.0019646091","0.0019646091","0.0019646091","2869","2869","2869","0.000034656026","0.000034656026","0.000034656026","2869","2869","2869","0.000055414996","0.000055414996","0.000055414996"
"16650","2879","2879","2879","0.00010125188","0.00010125188","0.00010125188","2879","2879","2879","0.00004419052","0.00004419052","0.00004419052","2880","2880","2880","0.000111900816","0.000111900816","0.000111900816","2879","2879","2879","0.00006519041","0.00006519041","0.00006519041","2879","2879","2879","0.000042136577","0.000042136577","0.000042136577","2879","2879","2879","0.000041594347","0.000041594347","0.000041594347","2879","2879","2879","0.0001691671","0.0001691671","0.0001691671","2879","2879","2879","0.0017467695","0.0017467695","0.0017467695","2879","2879","2879","0.000047996","0.000047996","0.000047996","2879","2879","2879","0.00006311692","0.00006311692","0.00006311692"
"16700","2888","2888","2888","0.0008584652","0.0008584652","0.0008584652","2888","2888","2888","0.000054071308","0.000054071308","0.000054071308","2889","2889","2889","0.00003604115","0.00003604115","0.00003604115","2888","2888","2888","0.000035321038","0.000035321038","0.000035321038","2888","2888","2888","0.000040961408","0.000040961408","0.000040961408","2888","2888","2888","0.00002473384","0.00002473384","0.00002473384","2888","2888","2888","0.0010678","0.0010678","0.0010678","2888","2888","2888","0.000052047257","0.000052047257","0.000052047257","2888","2888","2888","0.000041008752","0.000041008752","0.000041008752","2888","2888","2888","0.000048754522","0.000048754522","0.000048754522"
"16750","2897","2897","2897","0.0005692033","0.0005692033","0.0005692033","2897","2897","2897","0.000049557242","0.000049557242","0.000049557242","2898","2898","2898","0.000027660126","0.000027660126","0.000027660126","2897","2897","2897","0.000113891234","0.000113891234","0.000113891234","2897","2897","2897","0.00004472091","0.00004472091","0.00004472091","2897","2897","2897","0.000038970873","0.000038970873","0.000038970873","2897","2897","2897","0.0010287048","0.0010287048","0.0010287048","2897","2897","2897","0.000040974483","0.000040974483","0.000040974483","2897","2897","2897","0.00004352456","0.00004352456","0.00004352456","2897","2897","2897","0.00019978151","0.00019978151","0.00019978151"
"16800","2906","2906","2906","0.00003707993","0.00003707993","0.00003707993","2906","2906","2906","0.000049737755","0.000049737755","0.000049737755","2907","2907","2907","0.0010195064","0.0010195064","0.0010195064","2906","2906","2906","0.00004216428","0.00004216428","0.00004216428","2906","2906","2906","0.000057273966","0.000057273966","0.000057273966","2906","2906","2906","0.00070107955","0.00070107955","0.00070107955","2906","2906","2906","0.000036591147","0.000036591147","0.000036591147","2906","2906","2906","0.000061653656","0.000061653656","0.000061653656","2906","2906","2906","0.000039473463","0.000039473463","0.000039473463","2906","2906","2906","0.000046857676","0.000046857676","0.000046857676"
"16850","2916","2916","2916","0.00006165198","0.00006165198","0.00006165198","2916","2916","2916","0.0000439679","0.0000439679","0.0000439679","2917","2917","2917","0.000026045069","0.000026045069","0.000026045069","2916","2916","2916","0.000046505676","0.000046505676","0.000046505676","2916","2916","2916","0.000042698153","0.000042698153","0.000042698153","2916","2916","2916","0.00003241244","0.00003241244","0.00003241244","2916","2916","2916","0.000041921587","0.000041921587","0.000041921587","2916","2916","2916","0.000085495354","0.000085495354","0.000085495354","2916","2916","2916","0.00004468591","0.00004468591","0.00004468591","2916","2916","2916","0.00005665758","0.00005665758","0.00005665758"
"16900","2925","2925","2925","0.000046680296","0.000046680296","0.000046680296","2925","2925","2925","0.00005945951","0.00005945951","0.00005945951","2926","2926","2926","0.0000742745","0.0000742745","0.0000742745","2925","2925","2925","0.000033874756","0.000033874756","0.000033874756","2925","2925","2925","0.000055378776","0.000055378776","0.000055378776","2925","2925","2925","0.00003928916","0.00003928916","0.00003928916","2925","2925","2925","0.000040570165","0.000040570165","0.000040570165","2925","2925","2925","0.00006172748","0.00006172748","0.00006172748","2925","2925","2925","0.00005910918","0.00005910918","0.00005910918","2925","2925","2925","0.00009842142","0.00009842142","0.00009842142"
"16950","2934","2934","2934","0.000038360053","0.000038360053","0.000038360053","2934","2934","2934","0.00044379928","0.00044379928","0.00044379928","2935","2935","2935","0.000034479326","0.000034479326","0.000034479326","2934","2934","2934","0.00004066168","0.00004066168","0.00004066168","2934","2934","2934","0.000050495957","0.000050495957","0.000050495957","2934","2934","2934","0.000059293325","0.000059293325","0.000059293325","2934","2934","2934","0.0010712219","0.0010712219","0.0010712219","2934","2934","2934","0.00003026542","0.00003026542","0.00003026542","2934","2934","2934","0.000035879537","0.000035879537","0.000035879537","2934","2934","2934","0.000055125547","0.000055125547","0.000055125547"
"17000","2943","2943","2943","0.000041205894","0.000041205894","0.000041205894","2943","2943","2943","0.000046578105","0.000046578105","0.000046578105","2944","2944","2944","0.00007216254","0.00007216254","0.00007216254","2943","2943","2943","0.000033847282","0.000033847282","0.000033847282","2943","2943","2943","0.000041761756","0.000041761756","0.000041761756","2943","2943","2943","0.000050321905","0.000050321905","0.000050321905","2943","2943","2943","0.000032360014","0.000032360014","0.000032360014","2943","2943","2943","0.000057788347","0.000057788347","0.000057788347","2943","2943","2943","0.00006787316","0.00006787316","0.00006787316","2943","2943","2943","0.00077511085","0.00077511085","0.00077511085"
"17050","2961","2961","2961","0.000056219644","0.000056219644","0.000056219644","2961","2961","2961","0.000049986087","0.000049986087","0.000049986087","2961","2961","2961","0.00014261573","0.00014261573","0.00014261573","2961","2961","2961","0.00015585448","0.00015585448","0.00015585448","2961","2961","2961","0.0002155506","0.0002155506","0.0002155506","2961","2961","2961","0.000030467048","0.000030467048","0.000030467048","2961","2961","2961","0.00047037186","0.00047037186","0.00047037186","2961","2961","2961","0.000030185745","0.000030185745","0.000030185745","2961","2961","2961","0.00003653286","0.00003653286","0.00003653286","2961","2961","2961","0.00011747341","0.00011747341","0.00011747341"
"17100","2970","2970","2970","0.000057480975","0.000057480975","0.000057480975","2970","2970","2970","0.00046049943","0.00046049943","0.00046049943","2970","2970","2970","0.00004832578","0.00004832578","0.00004832578","2970","2970","2970","0.000040299492","0.000040299492","0.000040299492","2970","2970","2970","0.00004729075","0.00004729075","0.00004729075","2970","2970","2970","0.000026216727","0.000026216727","0.000026216727","2970","2970","2970","0.000049256876","0.000049256876","0.000049256876","2970","2970","2970","0.0001372841","0.0001372841","0.0001372841","2970","2970","2970","0.000037046295","0.000037046295","0.000037046295","2970","2970","2970","0.00006003273","0.00006003273","0.00006003273"
"17150","2979","2979","2979","0.00005101534","0.00005101534","0.00005101534","2979","2979","2979","0.000062361774","0.000062361774","0.000062361774","2979","2979","2979","0.000034717832","0.000034717832","0.000034717832","2979","2979","2979","0.000035085606","0.000035085606","0.000035085606","2979","2979","2979","0.000044679695","0.000044679695","0.000044679695","2979","2979","2979","0.00007028914","0.00007028914","0.00007028914","2979","2979","2979","0.000034457167","0.000034457167","0.000034457167","2979","2979","2979","0.00020853011","0.00020853011","0.00020853011","2979","2979","2979","0.00003582047","0.00003582047","0.00003582047","2979","2979","2979","0.00062650885","0.00062650885","0.00062650885"
"17200","2988","2988","2988","0.000037820937","0.000037820937","0.000037820937","2988","2988","2988","0.00004649155","0.00004649155","0.00004649155","2988","2988","2988","0.000031387255","0.000031387255","0.000031387255","2988","2988","2988","0.000040742118","0.000040742118","0.000040742118","2988","2988","2988","0.000035032255","0.000035032255","0.000035032255","2988","2988","2988","0.000030999556","0.000030999556","0.000030999556","2988","2988","2988","0.000019959716","0.000019959716","0.000019959716","2988","2988","2988","0.000018436338","0.000018436338","0.000018436338","2988","2988","2988","0.00004207808","0.00004207808","0.00004207808","2988","2988","2988","0.000045159217","0.000045159217","0.000045159217"
"17250","2998","2998","2998","0.000041270854","0.000041270854","0.000041270854","2998","2998","2998","0.000043781278","0.000043781278","0.000043781278","2998","2998","2998","0.000035447953","0.000035447953","0.000035447953","2998","2998","2998","0.000034974357","0.000034974357","0.000034974357","2998","2998","2998","0.000032808268","0.000032808268","0.000032808268","2998","2998","2998","0.0011138757","0.0011138757","0.0011138757","2998","2998","2998","0.00015458377","0.00015458377","0.00015458377","2998","2998","2998","0.000045134264","0.000045134264","0.000045134264","2998","2998","2998","0.000033265467","0.000033265467","0.000033265467","2998","2998","2998","0.0006073452","0.0006073452","0.0006073452"
"17300","3007","3007","3007","0.000035091405","0.000035091405","0.000035091405","3007","3007","3007","0.00004879266","0.00004879266","0.00004879266","3007","3007","3007","0.000040621962","0.000040621962","0.000040621962","3007","3007","3007","0.00004537605","0.00004537605","0.00004537605","3007","3007","3007","0.00005223941","0.00005223941","0.00005223941","3007","3007","3007","0.000020350803","0.000020350803","0.000020350803","3007","3007","3007","0.000018528637","0.000018528637","0.000018528637","3007","3007","3007","0.00004539694","0.00004539694","0.00004539694","3007","3007","3007","0.00004134282","0.00004134282","0.00004134282","3007","3007","3007","0.0015687016","0.0015687016","0.0015687016"
"17350","3016","3016","3016","0.000050065835","0.000050065835","0.000050065835","3016","3016","3016","0.00004479057","0.00004479057","0.00004479057","3016","3016","3016","0.00003405269","0.00003405269","0.00003405269","3016","3016","3016","0.00003967275","0.00003967275","0.00003967275","3016","3016","3016","0.00004367256","0.00004367256","0.00004367256","3016","3016","3016","0.00004029341","0.00004029341","0.00004029341","3016","3016","3016","0.00009354285","0.00009354285","0.00009354285","3016","3016","3016","0.0010247692","0.0010247692","0.0010247692","3016","3016","3016","0.000045407447","0.000045407447","0.000045407447","3016","3016","3016","0.0000955767","0.0000955767","0.0000955767"
"17400","3025","3025","3025","0.000035834222","0.000035834222","0.000035834222","3025","3025","3025","0.000043094224","0.000043094224","0.000043094224","3025","3025","3025","0.0007833445","0.0007833445","0.0007833445","3025","3025","3025","0.00004057624","0.00004057624","0.00004057624","3025","3025","3025","0.000034923803","0.000034923803","0.000034923803","3025","3025","3025","0.0006529229","0.0006529229","0.0006529229","3025","3025","3025","0.000022331862","0.000022331862","0.000022331862","3025","3025","3025","0.000026281661","0.000026281661","0.000026281661","3025","3025","3025","0.00003816682","0.00003816682","0.00003816682","3025","3025","3025","0.000062697545","0.000062697545","0.000062697545"
"17450","3035","3035","3035","0.000038817583","0.000038817583","0.000038817583","3035","3035","3035","0.000051349474","0.000051349474","0.000051349474","3035","3035","3035","0.00005585119","0.00005585119","0.00005585119","3035","3035","3035","0.000037657344","0.000037657344","0.000037657344","3035","3035","3035","0.00020088037","0.00020088037","0.00020088037","3035","3035","3035","0.000087001405","0.000087001405","0.000087001405","3035","3035","3035","0.00006016659","0.00006016659","0.00006016659","3035","3035","3035","0.000056513334","0.000056513334","0.000056513334","3035","3035","3035","0.00004292765","0.00004292765","0.00004292765","3035","3035","3035","0.00004502155","0.00004502155","0.00004502155"
"17500","3044","3044","3044","0.000039425995","0.000039425995","0.000039425995","3044","3044","3044","0.00043984898","0.00043984898","0.00043984898","3044","3044","3044","0.0000563911","0.0000563911","0.0000563911","3044","3044","3044","0.0001221917","0.0001221917","0.0001221917","3044","3044","3044","0.000037232763","0.000037232763","0.000037232763","3044","3044","3044","0.000052644147","0.000052644147","0.000052644147","3044","3044","3044","0.00013046402","0.00013046402","0.00013046402","3044","3044","3044","0.0009797447","0.0009797447","0.0009797447","3044","3044","3044","0.00004142951","0.00004142951","0.00004142951","3044","3044","3044","0.000060485432","0.000060485432","0.000060485432"
"17550","3053","3053","3053","0.0007857253","0.0007857253","0.0007857253","3053","3053","3053","0.000054002354","0.000054002354","0.000054002354","3053","3053","3053","0.000077199904","0.000077199904","0.000077199904","3053","3053","3053","0.00003325673","0.00003325673","0.00003325673","3053","3053","3053","0.00004733786","0.00004733786","0.00004733786","3053","3053","3053","0.000083216146","0.000083216146","0.000083216146","3053","3053","3053","0.000031786865","0.000031786865","0.000031786865","3053","3053","3053","0.00004370907","0.00004370907","0.00004370907","3053","3053","3053","0.00003736192","0.00003736192","0.00003736192","3053","3053","3053","0.000058220776","0.000058220776","0.000058220776"
"17600","3062","3062","3062","0.00031509832","0.00031509832","0.00031509832","3062","3062","3062","0.00004514277","0.00004514277","0.00004514277","3062","3062","3062","0.000028272098","0.000028272098","0.000028272098","3062","3062","3062","0.000035993613","0.000035993613","0.000035993613","3062","3062","3062","0.000033074444","0.000033074444","0.000033074444","3062","3062","3062","0.00006464181","0.00006464181","0.00006464181","3062","3062","3062","0.000034798024","0.000034798024","0.000034798024","3062","3062","3062","0.00005404976","0.00005404976","0.00005404976","3062","3062","3062","0.000042915835","0.000042915835","0.000042915835","3062","3062","3062","0.000022507615","0.000022507615","0.000022507615"
"17650","3072","3072","3072","0.0006009303","0.0006009303","0.0006009303","3072","3072","3072","0.000049149578","0.000049149578","0.000049149578","3072","3072","3072","0.000038518072","0.000038518072","0.000038518072","3072","3072","3072","0.000049944465","0.000049944465","0.000049944465","3072","3072","3072","0.000029928045","0.000029928045","0.000029928045","3072","3072","3072","0.000033767767","0.000033767767","0.000033767767","3073","3073","3073","0.000029777775","0.000029777775","0.000029777775","3072","3072","3072","0.00004019316","0.00004019316","0.00004019316","3072","3072","3072","0.00004165984","0.00004165984","0.00004165984","3072","3072","3072","0.000046712787","0.000046712787","0.000046712787"
"17700","3081","3081","3081","0.00002954271","0.00002954271","0.00002954271","3081","3081","3081","0.00005390169","0.00005390169","0.00005390169","3081","3081","3081","0.000033736316","0.000033736316","0.000033736316","3081","3081","3081","0.000041394473","0.000041394473","0.000041394473","3081","3081","3081","0.000042525506","0.000042525506","0.000042525506","3081","3081","3081","0.00009701065","0.00009701065","0.00009701065","3082","3082","3082","0.000036194804","0.000036194804","0.000036194804","3081","3081","3081","0.000034212622","0.000034212622","0.000034212622","3081","3081","3081","0.000048945403","0.000048945403","0.000048945403","3081","3081","3081","0.000120470344","0.000120470344","0.000120470344"
"17750","3090","3090","3090","0.00004919059","0.00004919059","0.00004919059","3090","3090","3090","0.000040354047","0.000040354047","0.000040354047","3090","3090","3090","0.000040445164","0.000040445164","0.000040445164","3090","3090","3090","0.000035051336","0.000035051336","0.000035051336","3090","3090","3090","0.00003908696","0.00003908696","0.00003908696","3090","3090","3090","0.0008766784","0.0008766784","0.0008766784","3091","3091","3091","0.00006167547","0.00006167547","0.00006167547","3090","3090","3090","0.00004726286","0.00004726286","0.00004726286","3090","3090","3090","0.000079861784","0.000079861784","0.000079861784","3090","3090","3090","0.00014002176","0.00014002176","0.00014002176"
"17800","3099","3099","3099","0.000028062539","0.000028062539","0.000028062539","3099","3099","3099","0.000050898416","0.000050898416","0.000050898416","3099","3099","3099","0.000034644912","0.000034644912","0.000034644912","3099","3099","3099","0.000106453226","0.000106453226","0.000106453226","3099","3099","3099","0.00004264331","0.00004264331","0.00004264331","3099","3099","3099","0.000045439843","0.000045439843","0.000045439843","3100","3100","3100","0.000037319467","0.000037319467","0.000037319467","3099","3099","3099","0.000053628995","0.000053628995","0.000053628995","3099","3099","3099","0.000041111918","0.000041111918","0.000041111918","3099","3099","3099","0.00003332366","0.00003332366","0.00003332366"
"17850","3109","3109","3109","0.000047838395","0.000047838395","0.000047838395","3109","3109","3109","0.000045634228","0.000045634228","0.000045634228","3109","3109","3109","0.0020233698","0.0020233698","0.0020233698","3109","3109","3109","0.0000452923","0.0000452923","0.0000452923","3109","3109","3109","0.000026887683","0.000026887683","0.000026887683","3109","3109","3109","0.000044625784","0.000044625784","0.000044625784","3110","3110","3110","0.000031681986","0.000031681986","0.000031681986","3109","3109","3109","0.0010954739","0.0010954739","0.0010954739","3109","3109","3109","0.000040028543","0.000040028543","0.000040028543","3109","3109","3109","0.00004280099","0.00004280099","0.00004280099"
"17900","3118","3118","3118","0.000037010243","0.000037010243","0.000037010243","3118","3118","3118","0.000041924905","0.000041924905","0.000041924905","3118","3118","3118","0.000044324115","0.000044324115","0.000044324115","3118","3118","3118","0.000035989477","0.000035989477","0.000035989477","3118","3118","3118","0.00003765489","0.00003765489","0.00003765489","3118","3118","3118","0.00006036064","0.00006036064","0.00006036064","3119","3119","3119","0.00017594319","0.00017594319","0.00017594319","3118","3118","3118","0.000045162036","0.000045162036","0.000045162036","3118","3118","3118","0.00004366246","0.00004366246","0.00004366246","3118","3118","3118","0.000026853506","0.000026853506","0.000026853506"
"17950","3127","3127","3127","0.00006758168","0.00006758168","0.00006758168","3127","3127","3127","0.000092982256","0.000092982256","0.000092982256","3127","3127","3127","0.00005877688","0.00005877688","0.00005877688","3127","3127","3127","0.00003384514","0.00003384514","0.00003384514","3127","3127","3127","0.00004274181","0.00004274181","0.00004274181","3127","3127","3127","0.000049169917","0.000049169917","0.000049169917","3128","3128","3128","0.00017955333","0.00017955333","0.00017955333","3127","3127","3127","0.000048417067","0.000048417067","0.000048417067","3127","3127","3127","0.00004997747","0.00004997747","0.00004997747","3127","3127","3127","0.000045050834","0.000045050834","0.000045050834"
"18000","3136","3136","3136","0.00004339619","0.00004339619","0.00004339619","3136","3136","3136","0.00004596708","0.00004596708","0.00004596708","3136","3136","3136","0.0007782237","0.0007782237","0.0007782237","3136","3136","3136","0.000037399484","0.000037399484","0.000037399484","3136","3136","3136","0.00003768092","0.00003768092","0.00003768092","3136","3136","3136","0.000019048144","0.000019048144","0.000019048144","3137","3137","3137","0.000038678234","0.000038678234","0.000038678234","3136","3136","3136","0.000024524454","0.000024524454","0.000024524454","3136","3136","3136","0.000042979118","0.000042979118","0.000042979118","3136","3136","3136","0.0008491934","0.0008491934","0.0008491934"
"18050","3154","3154","3154","0.00005508212","0.00005508212","0.00005508212","3154","3154","3154","0.00004024362","0.00004024362","0.00004024362","3154","3154","3154","0.000037422113","0.000037422113","0.000037422113","3154","3154","3154","0.000047510828","0.000047510828","0.000047510828","3154","3154","3154","0.000033540346","0.000033540346","0.000033540346","3154","3154","3154","0.0006620528","0.0006620528","0.0006620528","3154","3154","3154","0.000017754312","0.000017754312","0.000017754312","3154","3154","3154","0.0008214294","0.0008214294","0.0008214294","3154","3154","3154","0.00007259402","0.00007259402","0.00007259402","3154","3154","3154","0.00005905403","0.00005905403","0.00005905403"
